Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr,ssim,vmaf,
166,1.000001,1.000005,1.000000,1.000001,1.000000,0.165174,0.165174,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.657653,
167,1.000001,1.000005,1.000000,1.000001,1.000001,1.850301,1.850301,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.981426,
168,1.000001,1.000005,1.000000,1.000001,1.000000,0.000000,3.212687,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.427665,
169,1.000001,1.000005,1.000000,1.000001,1.000000,0.000000,0.000000,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.427665,
170,1.000001,1.000005,1.000000,1.000001,1.000001,1.806749,1.826649,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.921984,
171,1.000001,1.000005,1.000000,1.000001,1.000000,0.245751,1.806749,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.769755,
172,1.000001,1.000005,1.000000,1.000001,1.000000,0.245751,0.245751,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.769768,
173,1.000001,1.000004,1.000000,1.000001,1.000001,1.915854,2.548177,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
174,1.000001,1.000005,1.000000,1.000001,1.000001,0.045135,1.915854,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.490556,
175,1.000001,1.000005,1.000000,1.000001,1.000001,0.045135,0.045135,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.490574,
176,1.000001,1.000006,1.000000,1.000001,1.000001,0.003423,4.887744,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.432496,
177,1.000001,1.000006,1.000000,1.000001,1.000001,0.003423,0.003423,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.432496,
178,1.000002,1.000008,1.000000,1.000001,1.000001,3.267224,9.402501,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
179,1.000002,1.000007,1.000000,1.000001,1.000001,0.794719,3.267224,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,98.531010,
180,1.000002,1.000007,1.000000,1.000001,1.000000,0.794719,0.794719,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,98.531010,
181,1.000001,1.000007,1.000000,1.000001,1.000001,2.443990,2.443990,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
182,1.000001,1.000007,1.000000,1.000001,1.000000,0.178253,2.485981,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.676046,
183,1.000001,1.000007,1.000000,1.000001,1.000001,0.178253,0.178253,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.676040,
184,1.000002,1.000008,1.000000,1.000001,1.000001,1.496280,1.496280,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,99.497121,
185,1.000001,1.000007,1.000000,1.000001,1.000001,0.013506,2.754532,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.446648,
186,1.000001,1.000007,1.000000,1.000001,1.000001,0.013506,0.013506,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.446643,
187,1.000001,1.000007,1.000000,1.000001,1.000001,2.160835,2.475231,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
188,1.000002,1.000008,1.000000,1.000001,1.000000,0.299613,2.160835,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.844826,
189,1.000002,1.000008,1.000000,1.000001,1.000000,0.299613,0.299613,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.844802,
190,1.000002,1.000008,1.000000,1.000001,1.000001,0.779954,0.779954,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,98.510668,
191,1.000002,1.000008,1.000000,1.000001,1.000000,0.038628,1.984873,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.481671,
192,1.000002,1.000008,1.000000,1.000001,1.000000,0.038628,0.038628,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.481677,
193,1.000001,1.000006,1.000000,1.000001,1.000000,1.576570,1.576570,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,99.607146,
194,1.000001,1.000007,1.000000,1.000001,1.000000,0.079306,1.764459,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.538312,
195,1.000001,1.000007,1.000000,1.000001,1.000000,0.079306,0.079306,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.538325,
196,1.000001,1.000006,1.000000,1.000001,1.000001,3.505057,4.562750,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
197,1.000001,1.000006,1.000000,1.000001,1.000001,0.335451,3.505057,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.894560,
198,1.000001,1.000006,1.000001,1.000001,1.000001,0.335451,0.335451,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.894573,
199,1.000001,1.000005,1.000000,1.000001,1.000001,5.249959,5.249959,0.999995,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
200,1.000001,1.000004,1.000000,1.000001,1.000000,0.040831,5.576506,0.999995,0.999995,0.999995,0.999996,60.000000,1.000000,97.484619,
201,1.000001,1.000004,1.000000,1.000001,1.000000,0.040831,0.040831,0.999995,0.999995,0.999995,0.999996,60.000000,1.000000,97.484630,
202,1.000001,1.000003,1.000000,1.000001,1.000000,6.539308,6.539308,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
203,1.000001,1.000004,1.000000,1.000001,1.000001,0.052821,7.003082,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.501271,
204,1.000001,1.000004,1.000000,1.000001,1.000001,0.052821,0.052821,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.501271,
205,1.000001,1.000004,1.000000,1.000001,1.000001,0.062357,6.824276,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.514527,
206,1.000001,1.000004,1.000000,1.000001,1.000001,0.062357,0.062357,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.514554,
207,1.000001,1.000004,1.000000,1.000001,1.000000,7.572621,7.572621,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
208,1.000001,1.000004,1.000000,1.000001,1.000000,0.078431,8.228630,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,97.536841,
209,1.000001,1.000004,1.000000,1.000001,1.000000,0.078431,0.078431,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,97.536823,
210,1.000001,1.000005,1.000000,1.000000,1.000000,7.624677,7.841070,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,100.000000,
211,1.000001,1.000004,1.000000,1.000001,1.000000,0.098353,7.624677,0.999994,0.999994,0.999994,0.999994,60.000000,1.000000,97.564547,
212,1.000001,1.000004,1.000000,1.000000,1.000000,0.098353,0.098353,0.999994,0.999994,0.999994,0.999994,60.000000,1.000000,97.564561,
213,1.000001,1.000004,1.000000,1.000000,1.000000,7.350820,7.350820,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,100.000000,
214,1.000001,1.000004,1.000000,1.000000,1.000000,0.024494,7.539634,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,97.461684,
215,1.000001,1.000004,1.000000,1.000000,1.000000,0.024494,0.024494,0.999994,0.999994,0.999994,0.999994,60.000000,1.000000,97.461662,
216,1.000001,1.000004,1.000000,1.000000,1.000000,5.113576,6.115623,0.999994,0.999994,0.999994,0.999994,60.000000,1.000000,100.000000,
217,1.000001,1.000004,1.000000,1.000001,1.000000,0.027882,5.113576,0.999994,0.999994,0.999994,0.999994,60.000000,1.000000,97.466412,
218,1.000001,1.000004,1.000000,1.000001,1.000000,0.027882,0.027882,0.999994,0.999994,0.999994,0.999995,60.000000,1.000000,97.466410,
219,1.000001,1.000004,1.000000,1.000001,1.000001,3.600112,4.139915,0.999994,0.999995,0.999994,0.999994,60.000000,1.000000,100.000000,
220,1.000001,1.000005,1.000000,1.000001,1.000000,0.055554,3.600112,0.999994,0.999995,0.999994,0.999994,60.000000,1.000000,97.504966,
221,1.000001,1.000005,1.000000,1.000001,1.000000,0.055554,0.055554,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.504994,
222,1.000001,1.000005,1.000000,1.000001,1.000001,1.519024,2.378655,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,99.528040,
223,1.000001,1.000007,1.000000,1.000001,1.000000,0.061474,1.519024,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.513287,
224,1.000001,1.000007,1.000000,1.000001,1.000000,0.061474,0.061474,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.513298,
225,1.000001,1.000006,1.000000,1.000001,1.000001,1.346860,2.646232,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.291801,
226,1.000001,1.000006,1.000000,1.000001,1.000000,0.216444,1.346860,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.728995,
227,1.000001,1.000006,1.000000,1.000000,1.000001,0.216444,0.216444,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.729005,
228,1.000001,1.000005,1.000000,1.000001,1.000000,1.374625,1.374625,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.329892,
229,1.000001,1.000006,1.000000,1.000001,1.000000,0.010333,2.547235,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.442076,
230,1.000001,1.000006,1.000000,1.000001,1.000000,0.010333,0.010333,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.442085,
231,1.000001,1.000005,1.000000,1.000001,1.000001,1.778288,1.778288,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.883061,
232,1.000001,1.000005,1.000000,1.000001,1.000001,0.074454,3.145123,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.531350,
233,1.000001,1.000005,1.000000,1.000001,1.000001,0.074454,0.074454,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.531367,
234,1.000001,1.000006,1.000000,1.000001,1.000001,0.340876,2.349230,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.901958,
235,1.000001,1.000005,1.000000,1.000001,1.000001,0.340876,0.340876,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.901952,
236,1.000001,1.000005,1.000000,1.000001,1.000000,2.414090,2.414090,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
237,1.000001,1.000006,1.000000,1.000001,1.000000,0.052280,3.304188,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.500500,
238,1.000001,1.000006,1.000000,1.000001,1.000001,0.052280,0.052280,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.500521,
239,1.000002,1.000007,1.000000,1.000001,1.000000,1.529898,2.235651,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.543107,
240,1.000002,1.000008,1.000000,1.000001,1.000001,0.442560,1.529898,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,98.043257,
241,1.000002,1.000008,1.000000,1.000001,1.000001,0.442560,0.442560,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,98.043230,
242,1.000001,1.000007,1.000000,1.000001,1.000000,0.456160,0.456160,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,98.062085,
243,1.000001,1.000007,1.000000,1.000001,1.000000,0.258150,1.186105,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.787080,
244,1.000002,1.000007,1.000000,1.000001,1.000000,0.258150,0.258150,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.787077,
245,1.000001,1.000006,1.000000,1.000001,1.000001,2.129534,2.129534,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,100.000000,
246,1.000001,1.000006,1.000000,1.000001,1.000001,0.013701,2.996604,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.446810,
247,1.000001,1.000006,1.000000,1.000001,1.000001,0.013701,0.013701,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.446819,
248,1.000002,1.000006,1.000000,1.000001,1.000001,3.720548,3.720548,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,100.000000,
249,1.000001,1.000004,1.000000,1.000001,1.000001,0.056197,5.156031,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.505946,
250,1.000001,1.000004,1.000000,1.000001,1.000001,0.056197,0.056197,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.505938,
251,1.000001,1.000004,1.000000,1.000001,1.000001,6.154418,6.154418,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
252,1.000001,1.000004,1.000000,1.000001,1.000001,0.077503,6.565013,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.535643,
253,1.000001,1.000004,1.000000,1.000001,1.000001,0.077503,0.077503,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.535647,
254,1.000001,1.000004,1.000000,1.000001,1.000000,7.095262,7.095262,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
255,1.000001,1.000004,1.000000,1.000001,1.000001,0.018282,7.485179,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.453155,
256,1.000001,1.000004,1.000000,1.000001,1.000000,0.018282,0.018282,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.453136,
257,1.000001,1.000004,1.000000,1.000001,1.000000,5.773969,6.716944,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
258,1.000001,1.000004,1.000000,1.000001,1.000001,0.068516,5.773969,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.523145,
259,1.000001,1.000004,1.000000,1.000001,1.000001,0.068516,0.068516,0.999995,0.999996,0.999996,0.999996,60.000000,1.000000,97.523165,
260,1.000001,1.000004,1.000000,1.000001,1.000001,4.476069,5.039284,0.999995,0.999996,0.999995,0.999996,60.000000,1.000000,100.000000,
261,1.000001,1.000004,1.000000,1.000001,1.000001,0.011543,4.476069,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.443742,
262,1.000001,1.000004,1.000000,1.000001,1.000001,0.011543,0.011543,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.443757,
263,1.000001,1.000005,1.000000,1.000001,1.000001,0.049479,3.342290,0.999995,0.999996,0.999996,0.999995,60.000000,1.000000,97.496687,
264,1.000001,1.000005,1.000000,1.000001,1.000001,0.049479,0.049479,0.999996,0.999996,0.999996,0.999995,60.000000,1.000000,97.496687,
265,1.000001,1.000005,1.000000,1.000001,1.000001,1.370296,1.370296,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,99.324106,
266,1.000001,1.000006,1.000000,1.000001,1.000001,0.044637,1.991978,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.489994,
267,1.000001,1.000006,1.000000,1.000001,1.000001,0.044637,0.044637,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.489983,
268,1.000001,1.000006,1.000001,1.000001,1.000001,1.340267,3.298763,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,99.282905,
269,1.000001,1.000006,1.000000,1.000001,1.000001,0.329696,1.340267,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.886594,
270,1.000002,1.000006,1.000000,1.000001,1.000001,0.329696,0.329696,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.886601,
271,1.000001,1.000006,1.000000,1.000001,1.000001,1.669093,1.669093,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,99.733847,
272,1.000002,1.000007,1.000000,1.000001,1.000001,0.295138,3.881683,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.838577,
273,1.000002,1.000007,1.000000,1.000001,1.000001,0.295138,0.295138,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.838596,
274,1.000001,1.000006,1.000000,1.000001,1.000001,1.545099,1.545099,0.999996,0.999996,0.999996,0.999995,60.000000,1.000000,99.564001,
275,1.000001,1.000006,1.000000,1.000001,1.000001,0.025650,2.367158,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.463562,
276,1.000001,1.000006,1.000000,1.000001,1.000001,0.025650,0.025650,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.463559,
277,1.000001,1.000006,1.000000,1.000001,1.000000,3.166474,3.166474,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,100.000000,
278,1.000002,1.000007,1.000000,1.000001,1.000001,0.104895,7.641284,0.999996,0.999996,0.999996,0.999996,60.000000,1.000000,97.573946,
279,1.000002,1.000007,1.000000,1.000001,1.000001,0.104895,0.104895,0.999996,0.999996,0.999996,0.999995,60.000000,1.000000,97.573929,
280,1.000002,1.000008,1.000000,1.000001,1.000001,6.708998,6.708998,0.999996,0.999996,0.999995,0.999995,60.000000,1.000000,100.000000,
281,1.000002,1.000008,1.000000,1.000001,1.000001,0.077414,8.038022,0.999996,0.999996,0.999996,0.999995,60.000000,1.000000,97.535701,
282,1.000002,1.000008,1.000000,1.000001,1.000001,0.077414,0.077414,0.999995,0.999996,0.999996,0.999995,60.000000,1.000000,97.535644,
283,1.000002,1.000007,1.000000,1.000001,1.000001,2.668459,6.553824,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
284,1.000002,1.000008,1.000000,1.000001,1.000001,0.349925,2.668459,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.914627,
285,1.000002,1.000008,1.000000,1.000001,1.000001,0.349925,0.349925,0.999995,0.999996,0.999995,0.999994,60.000000,1.000000,97.914565,
286,1.000002,1.000008,1.000000,1.000001,1.000001,1.117254,1.117254,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,98.975971,
287,1.000002,1.000007,1.000000,1.000001,1.000001,1.570698,1.570698,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,99.598970,
288,1.000001,1.000006,1.000000,1.000001,1.000001,0.021647,2.783682,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.457801,
289,1.000001,1.000006,1.000000,1.000001,1.000001,0.021647,0.021647,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.457791,
290,1.000001,1.000005,1.000000,1.000001,1.000001,0.013952,3.055692,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.447078,
291,1.000001,1.000005,1.000000,1.000001,1.000001,0.013952,0.013952,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.447077,
292,1.000001,1.000005,1.000000,1.000001,1.000001,2.666227,2.666227,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,100.000000,
293,1.000001,1.000005,1.000000,1.000001,1.000001,0.254593,3.034889,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.782009,
294,1.000001,1.000005,1.000000,1.000001,1.000001,0.254593,0.254593,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.782025,
295,1.000001,1.000005,1.000000,1.000001,1.000001,0.162387,3.001392,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.653800,
296,1.000001,1.000005,1.000000,1.000001,1.000001,0.162387,0.162387,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.653775,
297,1.000001,1.000005,1.000000,1.000001,1.000001,1.934836,2.529840,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,100.000000,
298,1.000001,1.000005,1.000000,1.000001,1.000001,0.247694,1.934836,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.772390,
299,1.000001,1.000005,1.000000,1.000001,1.000001,0.247694,0.247694,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.772404,
300,1.000001,1.000005,1.000000,1.000001,1.000001,0.695027,1.817917,0.999994,0.999995,0.999995,0.999994,60.000000,1.000000,98.392862,
301,1.000001,1.000005,1.000000,1.000001,1.000001,0.000304,0.695027,0.999994,0.999995,0.999995,0.999994,60.000000,1.000000,97.428019,
302,1.000001,1.000005,1.000000,1.000001,1.000001,0.000304,0.000304,0.999994,0.999995,0.999995,0.999994,60.000000,1.000000,97.428009,
303,1.000001,1.000005,1.000000,1.000001,1.000001,0.567877,0.567877,0.999994,0.999995,0.999995,0.999994,60.000000,1.000000,98.216823,
304,1.000001,1.000006,1.000000,1.000001,1.000001,0.299329,1.177000,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.844223,
305,1.000001,1.000005,1.000000,1.000001,1.000001,0.299329,0.299329,0.999994,0.999995,0.999995,0.999995,60.000000,1.000000,97.844179,
306,1.000001,1.000005,1.000000,1.000001,1.000001,1.179686,1.179686,0.999994,0.999995,0.999995,0.999994,60.000000,1.000000,99.061849,
307,1.000002,1.000007,1.000000,1.000001,1.000001,0.184989,1.713129,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.685266,
308,1.000002,1.000007,1.000000,1.000001,1.000001,0.184989,0.184989,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.685275,
309,1.000001,1.000006,1.000000,1.000001,1.000001,1.268672,1.268672,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,99.184307,
310,1.000002,1.000007,1.000000,1.000001,1.000001,0.045315,1.452069,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.490829,
311,1.000002,1.000007,1.000000,1.000001,1.000001,0.045315,0.045315,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.490824,
312,1.000002,1.000008,1.000000,1.000001,1.000001,1.188312,1.188312,0.999995,0.999995,0.999994,0.999994,60.000000,1.000000,99.073803,
313,1.000002,1.000007,1.000000,1.000001,1.000001,0.361757,2.080775,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.930948,
314,1.000002,1.000007,1.000000,1.000001,1.000001,0.361757,0.361757,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.931005,
315,1.000002,1.000007,1.000000,1.000001,1.000001,1.995897,1.995897,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
316,1.000002,1.000008,1.000000,1.000001,1.000001,0.119870,2.041231,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.594651,
317,1.000002,1.000007,1.000000,1.000001,1.000001,0.119870,0.119870,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.594672,
318,1.000002,1.000006,1.000000,1.000001,1.000001,2.059572,2.059572,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
319,1.000001,1.000007,1.000000,1.000001,1.000001,0.014002,3.379085,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.447192,
320,1.000001,1.000007,1.000000,1.000001,1.000001,0.014002,0.014002,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.447178,
321,1.000001,1.000006,1.000000,1.000001,1.000001,2.411109,2.411109,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
322,1.000001,1.000006,1.000000,1.000001,1.000001,0.048488,2.579849,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.495242,
323,1.000001,1.000007,1.000000,1.000001,1.000001,0.048488,0.048488,0.999995,0.999995,0.999995,0.999994,60.000000,1.000000,97.495237,
324,1.000001,1.000006,1.000000,1.000001,1.000001,0.007749,2.725672,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.438475,
325,1.000001,1.000006,1.000000,1.000001,1.000001,0.007749,0.007749,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.438480,
326,1.000001,1.000006,1.000000,1.000001,1.000001,2.051355,2.051355,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
327,1.000001,1.000006,1.000000,1.000001,1.000001,0.077915,2.930288,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.536243,
328,1.000001,1.000006,1.000000,1.000001,1.000001,0.077915,0.077915,0.999995,0.999996,0.999995,0.999995,60.000000,1.000000,97.536238,
329,1.000001,1.000006,1.000000,1.000001,1.000000,2.170809,2.241673,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
330,1.000001,1.000006,1.000000,1.000001,1.000001,0.135733,2.170809,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.616743,
331,1.000001,1.000006,1.000000,1.000001,1.000000,0.135733,0.135733,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,97.616735,
332,1.000001,1.000006,1.000000,1.000001,1.000001,3.458714,3.458714,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
333,1.000001,1.000005,1.000000,1.000001,1.000001,4.551434,4.551434,0.999995,0.999995,0.999995,0.999995,60.000000,1.000000,100.000000,
